         423826 function calls (410833 primitive calls) in 1.550 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.003    0.003 lil.py:2(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6358(__new__)
        8    0.000    0.000    0.000    0.000 core.py:8001(getdoc)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debug.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.041    0.041 _joblib.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       18    0.000    0.000    0.000    0.000 core.py:1003(__init__)
        1    0.000    0.000    0.002    0.002 data_parallel.py:1(<module>)
        1    0.000    0.000    0.007    0.007 initialise.py:2(<module>)
        1    0.000    0.000    0.000    0.000 gui.py:25(tqdm_gui)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:104(TextArea)
        3    0.000    0.000    0.000    0.000 sre_parse.py:945(parse_template)
       59    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
        1    0.000    0.000    0.000    0.000 hermite.py:60(<module>)
        1    0.000    0.000    0.001    0.001 magics.py:1(<module>)
      103    0.000    0.000    0.000    0.000 enum.py:659(<lambda>)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
       59    0.000    0.000    0.000    0.000 lexer.py:305(bygroups)
        1    0.000    0.000    0.000    0.000 formatters.py:34(DisplayFormatter)
        1    0.000    0.000    0.001    0.001 logger.py:5(<module>)
        1    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       49    0.000    0.000    0.000    0.000 named_commands.py:40(decorator)
        1    0.000    0.000    0.000    0.000 parser_utils.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6660(__init__)
      124    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:6(<module>)
       49    0.000    0.000    0.000    0.000 named_commands.py:35(register)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        2    0.000    0.000    0.010    0.005 _functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frontend.py:384(ExprBuilder)
        8    0.000    0.000    0.001    0.000 _version.py:114(_compare)
        1    0.000    0.000    0.000    0.000 fake_quantize.py:1(<module>)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 magic.py:304(MagicsManager)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 file_name.py:1(<module>)
        1    0.000    0.000    0.002    0.002 namespace.py:33(NamespaceMagics)
        1    0.000    0.000    0.000    0.000 compressed.py:27(_cs_matrix)
        1    0.000    0.000    0.000    0.000 pool.py:10(<module>)
        1    0.000    0.000    1.551    1.551 train_gauss_env.py:1(<module>)
       36    0.000    0.000    0.000    0.000 argparse.py:268(<listcomp>)
        1    0.000    0.000    0.000    0.000 formatters.py:567(PlainTextFormatter)
        1    0.000    0.000    0.000    0.000 containers.py:1106(WindowRenderInfo)
        1    0.000    0.000    0.005    0.005 _helper.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:121(__init__)
       27    0.000    0.000    0.000    0.000 abc.py:130(register)
        1    0.000    0.000    0.013    0.013 feedparser.py:20(<module>)
        1    0.000    0.000    0.002    0.002 getpass.py:11(<module>)
        1    0.000    0.000    0.001    0.001 splitinput.py:10(<module>)
        1    0.000    0.000    0.000    0.000 margins.py:3(<module>)
        1    0.000    0.000    0.002    0.002 _validation.py:1(<module>)
       34    0.000    0.000    0.000    0.000 _add_newdocs.py:6744(<genexpr>)
       36    0.000    0.000    0.000    0.000 magic_arguments.py:224(__init__)
        1    0.000    0.000    0.000    0.000 dual.py:12(<module>)
        3    0.000    0.000    0.004    0.001 __init__.py:431(__getattr__)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 padding.py:1(<module>)
        4    0.000    0.000    0.000    0.000 core.py:122(doc_note)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _distributor_init.py:9(<module>)
        5    0.000    0.000    0.000    0.000 platform.py:1150(_sys_version)
        1    0.000    0.000    0.000    0.000 typing.py:1485(IO)
       11    0.000    0.000    0.000    0.000 argparse.py:663(_fill_text)
        1    0.000    0.000    0.001    0.001 layout.py:3(<module>)
      131    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.001    0.001 sysinfo.py:4(<module>)
        1    0.000    0.000    0.000    0.000 windows_utils.py:1(<module>)
        7    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:246(_set_array_types)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
       11    0.000    0.000    0.000    0.000 argparse.py:253(add_usage)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
       11    0.000    0.000    0.000    0.000 magic_arguments.py:102(add_usage)
        1    0.000    0.000    0.000    0.000 oinspect.py:355(Inspector)
        1    0.000    0.000    0.000    0.000 hooks.py:29(<module>)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        6    0.000    0.000    0.000    0.000 traitlets.py:1530(__init__)
       10    0.000    0.000    0.000    0.000 application.py:670(boolean_flag)
        1    0.000    0.000    0.000    0.000 embed.py:110(InteractiveShellEmbed)
        1    0.000    0.000    0.000    0.000 pylabtools.py:2(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:763(singledispatch)
        1    0.000    0.000    0.000    0.000 adaptive.py:3(<module>)
        1    0.000    0.000    0.002    0.002 keys.py:1(<module>)
        1    0.000    0.000    0.004    0.004 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 charset.py:6(<module>)
       58    0.000    0.000    0.000    0.000 traitlets.py:900(_init_call)
        1    0.000    0.000    0.006    0.006 generator.py:27(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:18(decorator)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x000001F8F4D8BAF8}
        1    0.000    0.000    0.003    0.003 spawn.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _torch_docs.py:23(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:7(<module>)
        2    0.000    0.000    0.000    0.000 win32.py:98(winapi_test)
       29    0.000    0.000    0.000    0.000 skipdoctest.py:12(skip_doctest)
        1    0.000    0.000    0.000    0.000 application.py:1029(_CombinedRegistry)
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:159(ones)
       31    0.000    0.000    0.000    0.000 inspect.py:504(_is_wrapper)
        1    0.000    0.000    0.010    0.010 html.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:82(_determine_error_states)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 regexopt.py:11(<module>)
        1    0.000    0.000    0.002    0.002 wcwidth.py:70(<module>)
        1    0.000    0.000    0.000    0.000 displayhook.py:23(DisplayHook)
        2    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 init.py:1(<module>)
        5    0.000    0.000    0.000    0.000 traitlets.py:2150(__init__)
        1    0.000    0.000    0.004    0.004 history.py:2(<module>)
        9    0.000    0.000    0.000    0.000 observer.py:12(_with_args)
        1    0.000    0.000    0.001    0.001 errors.py:5(<module>)
       44    0.000    0.000    0.000    0.000 argparse.py:249(add_text)
        1    0.000    0.000    0.001    0.001 storemagic.py:11(<module>)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 platform.py:533(win32_ver)
       28    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        5    0.000    0.000    0.000    0.000 cache.py:23(__init__)
        1    0.000    0.000    0.000    0.000 filesystem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:16(Input)
        1    0.000    0.000    0.000    0.000 prefix.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pylab.py:37(PylabMagics)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.004    0.004 bernoulli.py:1(<module>)
       16    0.000    0.000    0.000    0.000 re.py:180(search)
        1    0.000    0.000    0.000    0.000 named_colors.py:4(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:239(HSplit)
        1    0.000    0.000    0.001    0.001 logging.py:28(LoggingMagics)
        4    0.000    0.000    0.000    0.000 __init__.py:497(cast)
        4    0.000    0.000    0.000    0.000 _jit_internal.py:462(get_class_name_lineno)
        2    0.000    0.000    0.000    0.000 encoding.py:4(<module>)
        1    0.000    0.000    0.001    0.001 page_navigation.py:4(<module>)
        1    0.000    0.000    0.000    0.000 generics.py:3(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       15    0.000    0.000    0.000    0.000 lexer.py:45(__new__)
        1    0.000    0.000    0.000    0.000 generics.py:4(<module>)
        1    0.000    0.000    0.000    0.000 negative_binomial.py:8(NegativeBinomial)
        1    0.000    0.000    0.000    0.000 client.py:789(HTTPConnection)
        1    0.000    0.000    0.000    0.000 style_transformation.py:131(AdjustBrightnessStyleTransformation)
        1    0.000    0.000    0.000    0.000 vt100.py:399(Vt100_Output)
        1    0.000    0.000    0.000    0.000 dummy.py:4(<module>)
        1    0.000    0.000    0.000    0.000 distribution.py:7(Distribution)
        2    0.000    0.000    0.001    0.000 _version.py:7(<module>)
        1    0.000    0.000    0.000    0.000 signature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:164(BaseFunctionExecutionContext)
        1    0.000    0.000    0.000    0.000 project.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 pathlib.py:615(PurePath)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 ssl.py:801(SSLSocket)
        2    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
        1    0.000    0.000    0.000    0.000 parser.py:11(Parser)
        1    0.000    0.000    0.000    0.000 realtransforms.py:1(<module>)
        1    0.000    0.000    0.004    0.004 compat_win32.py:2(<module>)
       15    0.000    0.000    0.000    0.000 enum.py:360(__members__)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 extensions.py:2(<module>)
        1    0.000    0.000    0.000    0.000 param.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv_relu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 seeding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1182(ZipFile)
        1    0.000    0.000    0.000    0.000 bdb.py:17(Bdb)
        1    0.000    0.000    0.000    0.000 mimetypes.py:384(_default_mime_types)
        3    0.000    0.000    0.000    0.000 warnings.py:474(__enter__)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
        1    0.000    0.000    0.106    0.106 __init__.py:34(<module>)
        1    0.000    0.000    0.011    0.011 parser.py:25(<module>)
        1    0.000    0.000    0.000    0.000 shared_memory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:24(coo_matrix)
        6    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        2    0.000    0.000    0.000    0.000 core.py:2912(_update_from)
        1    0.000    0.000    0.000    0.000 module.py:30(Module)
        1    0.000    0.000    0.001    0.001 ansitowin32.py:64(AnsiToWin32)
        9    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 getattr_static.py:5(<module>)
        1    0.000    0.000    0.000    0.000 prompts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format_stack.py:12(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:102(Event)
        1    0.000    0.000    0.000    0.000 async_helpers.py:11(<module>)
        1    0.000    0.000    0.000    0.000 base.py:22(Completion)
        1    0.000    0.000    0.001    0.001 gumbel.py:1(<module>)
       18    0.000    0.000    0.000    0.000 data.py:133(_create_method)
        1    0.000    0.000    0.000    0.000 {built-in method nt.cpu_count}
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
